FSC.A	SSC.A	B.530_30.A	V.450_50.A	Population	Cell	Virus	well
130966	96971.7	124.912	143.28	GFP-	K562	CrERV	H08
106785	94465.4	106.256	93.0802	GFP-	K562	CrERV	H08
127490	99775.2	65.9893	118.816	GFP-	K562	CrERV	H08
66746.3	74334.3	38.2946	94.4593	GFP-	K562	CrERV	H08
65525.4	47982.4	56.9757	85.8755	GFP-	K562	CrERV	H08
63973.5	72345.8	50.9657	109.512	GFP-	K562	CrERV	H08
84076	66878.6	69.2279	105.088	GFP-	K562	CrERV	H08
115756	80063.6	58.0258	120.871	GFP-	K562	CrERV	H08
111227	94606.8	52.852	133.052	GFP-	K562	CrERV	H08
102581	96398.1	48.7893	75.4989	GFP-	K562	CrERV	H08
105847	68981.5	63.0345	92.1319	GFP-	K562	CrERV	H08
60914.7	40377.6	44.4849	67.0916	GFP-	K562	CrERV	H08
93694.1	85948.6	63.9879	138.425	GFP-	K562	CrERV	H08
86053.5	68389.2	81.2567	97.6466	GFP-	K562	CrERV	H08
116123	70129.3	75.698	126.731	GFP-	K562	CrERV	H08
121389	84688.5	69.942	128.227	GFP-	K562	CrERV	H08
94148	61669	14.8905	71.3407	GFP-	K562	CrERV	H08
108153	117319	70.7035	151.91	GFP-	K562	CrERV	H08
122768	64698.7	47.3867	139.745	GFP-	K562	CrERV	H08
132352	122832	143.63	158.868	GFP-	K562	CrERV	H08
74190.6	77779.5	79.9746	95.1487	GFP-	K562	CrERV	H08
103302	82043.1	78.6445	109.297	GFP-	K562	CrERV	H08
81173.6	78249.6	68.847	73.0305	GFP-	K562	CrERV	H08
84373.5	60286.1	51.9814	84.4935	GFP-	K562	CrERV	H08
101888	67711.8	26.6886	63.2288	GFP-	K562	CrERV	H08
100877	61104	78.8821	118.045	GFP-	K562	CrERV	H08
83316.3	75959.3	38.9717	85.5301	GFP-	K562	CrERV	H08
101423	80204.3	49.805	81.0364	GFP-	K562	CrERV	H08
124971	103651	93.0637	152.844	GFP-	K562	CrERV	H08
93962.5	110094	84.8638	143.365	GFP-	K562	CrERV	H08
81824.7	68284.1	42.4053	106.678	GFP-	K562	CrERV	H08
85056.2	56073.8	59.362	110.885	GFP-	K562	CrERV	H08
102036	81451.3	68.6566	138.297	GFP-	K562	CrERV	H08
91810.9	63969.3	61.747	99.3684	GFP-	K562	CrERV	H08
151629	139429	84.7215	190.363	GFP-	K562	CrERV	H08
106456	70343	59.6005	121.941	GFP-	K562	CrERV	H08
103328	64999.7	52.9487	101.907	GFP-	K562	CrERV	H08
123624	105094	60.0299	141.534	GFP-	K562	CrERV	H08
91088.5	53873.6	76.7913	84.0183	GFP-	K562	CrERV	H08
95117.2	79420.3	61.4132	142.556	GFP-	K562	CrERV	H08
83826	57580.4	9.23369	73.8101	GFP-	K562	CrERV	H08
120199	66596.1	81.0668	127.415	GFP-	K562	CrERV	H08
64580.7	54896.6	41.3897	61.9259	GFP-	K562	CrERV	H08
52494.6	47595.3	38.1979	62.1865	GFP-	K562	CrERV	H08
68141.5	57858	59.7914	92.5199	GFP-	K562	CrERV	H08
102260	125174	97.0396	176.969	GFP-	K562	CrERV	H08
129769	85877	77.9794	111.701	GFP-	K562	CrERV	H08
96534.8	71781.4	45.7907	88.2498	GFP-	K562	CrERV	H08
90522	72145.2	61.2224	111.186	GFP-	K562	CrERV	H08
86323.3	93061	59.6483	134.502	GFP-	K562	CrERV	H08
110987	71527.4	84.1047	114.017	GFP-	K562	CrERV	H08
106392	96888.7	116.112	147.108	GFP-	K562	CrERV	H08
83009.1	56932.8	44.8718	69.3901	GFP-	K562	CrERV	H08
113565	80051.1	77.0765	114.788	GFP-	K562	CrERV	H08
76598.6	79562.5	41.825	80.6473	GFP-	K562	CrERV	H08
115294	78374.6	87.2353	107.837	GFP-	K562	CrERV	H08
78345.5	58070.4	42.4053	90.5795	GFP-	K562	CrERV	H08
76323.7	52364.9	34.5709	61.7956	GFP-	K562	CrERV	H08
117240	64388.4	55.1134	109.469	GFP-	K562	CrERV	H08
60833.5	41346.9	35.393	47.1469	GFP-	K562	CrERV	H08
111521	94319.2	65.1317	101.95	GFP-	K562	CrERV	H08
122037	93878.7	60.984	140.214	GFP-	K562	CrERV	H08
115422	79286.3	67.9899	81.5984	GFP-	K562	CrERV	H08
105390	71598	67.2755	118.902	GFP-	K562	CrERV	H08
123436	79705.1	94.4367	138.68	GFP-	K562	CrERV	H08
83010.8	66540.9	64.3692	89.4579	GFP-	K562	CrERV	H08
123595	117636	109.512	133.521	GFP-	K562	CrERV	H08
107536	106406	90.5532	134.886	GFP-	K562	CrERV	H08
92202.1	52152.1	85.6702	125.064	GFP-	K562	CrERV	H08
99157.2	66027.1	127.779	111.1	GFP-	K562	CrERV	H08
72265.6	51675.7	20.6926	39.8684	GFP-	K562	CrERV	H08
107413	95690.4	62.9391	140.129	GFP-	K562	CrERV	H08
70569.7	66606.5	69.3231	88.2066	GFP-	K562	CrERV	H08
87300	54482.7	82.4911	119.63	GFP-	K562	CrERV	H08
89719	65528.2	41.9217	84.2775	GFP-	K562	CrERV	H08
98577.8	73563	59.0757	97.5605	GFP-	K562	CrERV	H08
104947	92505	71.9884	106.85	GFP-	K562	CrERV	H08
130878	86939.8	63.3682	153.226	GFP-	K562	CrERV	H08
101500	105694	84.8164	101.821	GFP-	K562	CrERV	H08
65289	73017.5	35.0061	97.7757	GFP-	K562	CrERV	H08
82574.6	49111.9	39.8422	106.764	GFP-	K562	CrERV	H08
132354	75716.2	100.445	140.299	GFP-	K562	CrERV	H08
140157	105258	67.4184	102.939	GFP-	K562	CrERV	H08
101277	72568	84.1047	123.481	GFP-	K562	CrERV	H08
137262	113690	102.335	136.165	GFP-	K562	CrERV	H08
110377	85667.4	79.2621	151.06	GFP-	K562	CrERV	H08
89853	73199.9	48.2573	89.7599	GFP-	K562	CrERV	H08
91756	57025.6	58.7894	111.272	GFP-	K562	CrERV	H08
121408	93155.6	77.3141	121.684	GFP-	K562	CrERV	H08
79223.9	82931.5	47.5318	90.8382	GFP-	K562	CrERV	H08
98938.6	70203.4	71.9884	111.272	GFP-	K562	CrERV	H08
66076.7	71346.2	56.6415	99.7127	GFP-	K562	CrERV	H08
95698.1	62316.4	50.9173	116.289	GFP-	K562	CrERV	H08
85487.6	74233.3	75.7456	115.217	GFP-	K562	CrERV	H08
66279	52502.5	55.591	80.3014	GFP-	K562	CrERV	H08
95046.7	63818.8	39.552	82.6357	GFP-	K562	CrERV	H08
88528.3	70356.6	166.04	109.426	GFP-	K562	CrERV	H08
71507.1	55185.1	67.3231	102.982	GFP-	K562	CrERV	H08
80935.3	83705.2	56.7369	143.62	GFP-	K562	CrERV	H08
122830	93007	91.8797	137.444	GFP-	K562	CrERV	H08
108627	69933.1	67.1803	107.064	GFP-	K562	CrERV	H08
95210.4	56967.3	60.173	97.6466	GFP-	K562	CrERV	H08
75854.9	82058.2	62.8914	131.174	GFP-	K562	CrERV	H08
132745	118655	85.9074	158.529	GFP-	K562	CrERV	H08
137408	93930.5	87.7568	121.984	GFP-	K562	CrERV	H08
121937	92124.7	75.08	101.907	GFP-	K562	CrERV	H08
118783	82166.6	62.0332	129.978	GFP-	K562	CrERV	H08
94171.6	71673.3	53.9671	108.138	GFP-	K562	CrERV	H08
110334	85936.7	106.681	145.492	GFP-	K562	CrERV	H08
102278	54621.9	28.3811	98.3354	GFP-	K562	CrERV	H08
122428	94566.7	83.6776	154.202	GFP-	K562	CrERV	H08
81914.4	42970.5	38.2946	44.7207	GFP-	K562	CrERV	H08
90264.9	85292.6	61.7947	86.6959	GFP-	K562	CrERV	H08
78578.5	58724.4	58.0258	72.164	GFP-	K562	CrERV	H08
102726	72043.5	106.397	135.568	GFP-	K562	CrERV	H08
98794.9	71659	47.5318	92.0887	GFP-	K562	CrERV	H08
118926	61046.9	90.6006	105.346	GFP-	K562	CrERV	H08
141552	105438	99.2627	173.761	GFP-	K562	CrERV	H08
90078.1	89411.5	92.969	146.385	GFP-	K562	CrERV	H08
123362	74184.6	72.0835	96.1825	GFP-	K562	CrERV	H08
83038.1	64134.1	77.7418	97.0868	GFP-	K562	CrERV	H08
110074	90883.7	89.1315	140.725	GFP-	K562	CrERV	H08
101703	114154	113.521	132.027	GFP-	K562	CrERV	H08
131721	136538	80.307	174.141	GFP-	K562	CrERV	H08
95977.8	52152.3	58.4076	137.018	GFP-	K562	CrERV	H08
94494.6	63756.5	66.9897	122.241	GFP-	K562	CrERV	H08
87064.7	50174.1	46.0809	73.8967	GFP-	K562	CrERV	H08
130514	115251	100.965	155.518	GFP-	K562	CrERV	H08
107525	81625	75.1751	115.217	GFP-	K562	CrERV	H08
76357.9	41956.1	25.6248	59.3189	GFP-	K562	CrERV	H08
121868	81760.8	91.4533	134.46	GFP-	K562	CrERV	H08
147283	108582	96.188	162.936	GFP-	K562	CrERV	H08
103921	81058.8	78.8346	106.162	GFP-	K562	CrERV	H08
97156.4	85578.3	40.3258	115.389	GFP-	K562	CrERV	H08
103232	92488.9	95.2888	140.725	GFP-	K562	CrERV	H08
82884.8	51915.1	25.1412	96.6562	GFP-	K562	CrERV	H08
125330	106313	62.6054	139.49	GFP-	K562	CrERV	H08
58446.1	50733.2	39.4069	82.3332	GFP-	K562	CrERV	H08
101547	109681	65.7987	86.8254	GFP-	K562	CrERV	H08
89649.8	66403.9	70.7987	134.673	GFP-	K562	CrERV	H08
94605.7	57608	55.5432	91.9163	GFP-	K562	CrERV	H08
67538.7	62515.6	28.4294	100.358	GFP-	K562	CrERV	H08
101881	64710.9	59.7437	89.5442	GFP-	K562	CrERV	H08
76529	56547.4	49.6115	89.8462	GFP-	K562	CrERV	H08
100279	77581.1	90.0794	147.406	GFP-	K562	CrERV	H08
111114	91517.4	83.1081	152.207	GFP-	K562	CrERV	H08
61563.8	66061.7	98.175	122.241	GFP-	K562	CrERV	H08
122668	110159	82.3487	133.948	GFP-	K562	CrERV	H08
98637.3	72236.4	67.1803	127.586	GFP-	K562	CrERV	H08
64909.1	57440.4	38.343	84.7095	GFP-	K562	CrERV	H08
91110	54075.7	52.8036	96.8285	GFP-	K562	CrERV	H08
72398.6	45991	47.4351	70.6039	GFP-	K562	CrERV	H08
108208	75254.6	53.1905	105.174	GFP-	K562	CrERV	H08
80448.7	64785.3	65.5605	96.8285	GFP-	K562	CrERV	H08
71939.5	69070.4	63.1775	104.271	GFP-	K562	CrERV	H08
80253.1	65133.5	58.169	86.0914	GFP-	K562	CrERV	H08
140491	129480	88.1361	171.396	GFP-	K562	CrERV	H08
83071.6	50881.5	56.3073	70.994	GFP-	K562	CrERV	H08
99473	96901.2	67.1326	156.409	GFP-	K562	CrERV	H08
115103	83946.9	55.1134	115.774	GFP-	K562	CrERV	H08
89877.2	71150.5	56.6415	72.7706	GFP-	K562	CrERV	H08
97249.8	64813.9	60.7932	116.503	GFP-	K562	CrERV	H08
90540.8	55640.5	20.741	80.6473	GFP-	K562	CrERV	H08
65303.4	57901.8	81.4941	90.3638	GFP-	K562	CrERV	H08
88184.5	79249.8	78.5495	124.764	GFP-	K562	CrERV	H08
82562.1	46540.4	50.2886	73.377	GFP-	K562	CrERV	H08
83703.6	52188.1	58.6939	74.8494	GFP-	K562	CrERV	H08
126221	107799	91.5007	147.363	GFP-	K562	CrERV	H08
113500	98611.1	54.0148	128.867	GFP-	K562	CrERV	H08
83491.2	76027.6	78.0744	140.086	GFP-	K562	CrERV	H08
100286	99957.8	75.6505	150.976	GFP-	K562	CrERV	H08
58140.5	43669.8	79.7846	93.6405	GFP-	K562	CrERV	H08
58970.3	59178.8	78.1219	93.425	GFP-	K562	CrERV	H08
78235.2	93460.9	77.6467	112.215	GFP-	K562	CrERV	H08
136198	116974	87.5672	138.425	GFP-	K562	CrERV	H08
91773.4	72963.6	65.1793	117.274	GFP-	K562	CrERV	H08
80389.2	50435.3	39.5036	70.6039	GFP-	K562	CrERV	H08
81370.1	76199.6	72.7496	99.1962	GFP-	K562	CrERV	H08
63156.9	58777.3	40.1807	70.0404	GFP-	K562	CrERV	H08
93512.8	87691	91.1691	94.6747	GFP-	K562	CrERV	H08
87008	65739.4	22.0465	97.7327	GFP-	K562	CrERV	H08
98810.8	86689.3	70.0372	126.902	GFP-	K562	CrERV	H08
125070	91249.9	106.397	150.891	GFP-	K562	CrERV	H08
86456.2	58965.2	55.591	76.4512	GFP-	K562	CrERV	H08
69117.1	77184.2	57.2621	99.9708	GFP-	K562	CrERV	H08
97615.5	100968	41.0028	93.8129	GFP-	K562	CrERV	H08
81174.6	62783.1	40.9061	74.9793	GFP-	K562	CrERV	H08
134272	103796	61.3178	132.497	GFP-	K562	CrERV	H08
87766.6	69836.5	47.7253	88.9833	GFP-	K562	CrERV	H08
123456	97916.4	99.8774	150.551	GFP-	K562	CrERV	H08
98077.2	58330.3	53.6258	114.403	GFP-	K562	CrERV	H08
118657	82703.8	82.2062	121.727	GFP-	K562	CrERV	H08
72229.8	83880.8	70.7511	97.1299	GFP-	K562	CrERV	H08
131222	96227.5	64.2262	137.487	GFP-	K562	CrERV	H08
115062	77209	91.406	112.902	GFP-	K562	CrERV	H08
62781.4	54496.9	64.8457	63.3156	GFP-	K562	CrERV	H08
113703	75822.1	33.0234	111.572	GFP-	K562	CrERV	H08
80205	68730.3	62.9868	80.9499	GFP-	K562	CrERV	H08
130909	113587	118.373	140.171	GFP-	K562	CrERV	H08
86942.5	67248.3	27.1722	89.803	GFP-	K562	CrERV	H08
131256	121543	39.8422	135.654	GFP-	K562	CrERV	H08
78871.9	50573.8	74.4143	58.7103	GFP-	K562	CrERV	H08
120814	104345	83.8199	103.068	GFP-	K562	CrERV	H08
89915.7	55395.7	35.0061	93.1664	GFP-	K562	CrERV	H08
65763.3	61559.4	35.8282	71.3407	GFP-	K562	CrERV	H08
140082	121532	149.524	153.608	GFP-	K562	CrERV	H08
120819	89071.8	103.564	113.931	GFP-	K562	CrERV	H08
105408	73990.1	79.6896	104.486	GFP-	K562	CrERV	H08
106018	77634.8	48.7893	86.8686	GFP-	K562	CrERV	H08
140733	101691	80.2595	119.544	GFP-	K562	CrERV	H08
111332	82302.9	62.1762	141.236	GFP-	K562	CrERV	H08
92574.9	57685.7	17.5497	95.4933	GFP-	K562	CrERV	H08
71804.1	44894	19.5322	56.1882	GFP-	K562	CrERV	H08
113012	121136	87.093	160.775	GFP-	K562	CrERV	H08
97067.2	72230.3	67.7042	107.837	GFP-	K562	CrERV	H08
77600.5	67122.3	39.9873	120.229	GFP-	K562	CrERV	H08
98924.3	82926.9	55.8775	102.509	GFP-	K562	CrERV	H08
97779.4	85232.9	62.653	108.181	GFP-	K562	CrERV	H08
96844.9	85642.6	61.0317	139.234	GFP-	K562	CrERV	H08
125493	88563.9	80.6394	122.07	GFP-	K562	CrERV	H08
75757.3	83603.6	72.4641	77.36	GFP-	K562	CrERV	H08
103119	80639.5	65.6082	99.5836	GFP-	K562	CrERV	H08
86502.3	55188.2	45.9842	77.3167	GFP-	K562	CrERV	H08
118921	70504.6	65.9417	116.374	GFP-	K562	CrERV	H08
58683.7	57162.1	36.4569	98.6367	GFP-	K562	CrERV	H08
109204	93522	71.798	145.194	GFP-	K562	CrERV	H08
98746.7	62007.3	44.4849	87.0412	GFP-	K562	CrERV	H08
112440	92297.1	46.3227	141.96	GFP-	K562	CrERV	H08
94532.5	100231	86.8085	143.407	GFP-	K562	CrERV	H08
134815	102893	98.4588	140.512	GFP-	K562	CrERV	H08
102512	79732.9	67.9423	91.7007	GFP-	K562	CrERV	H08
90515.7	64229.2	51.5461	70.1705	GFP-	K562	CrERV	H08
102936	47067.3	42.6955	107.923	GFP-	K562	CrERV	H08
75489.7	62035.4	42.8406	94.2008	GFP-	K562	CrERV	H08
74693.7	42816.4	50.4337	88.2929	GFP-	K562	CrERV	H08
120040	100982	78.502	142.088	GFP-	K562	CrERV	H08
98416.5	63430.7	55.4955	105.002	GFP-	K562	CrERV	H08
112352	55321.8	62.653	84.5799	GFP-	K562	CrERV	H08
99538.8	66101.8	43.4693	87.2139	GFP-	K562	CrERV	H08
79497.2	35458.4	40.8094	61.2743	GFP-	K562	CrERV	H08
96724.2	61664.3	7.2515	87.3434	GFP-	K562	CrERV	H08
91237.8	79077.4	66.1323	133.393	GFP-	K562	CrERV	H08
84056	79273.2	83.203	106.463	GFP-	K562	CrERV	H08
70254.8	47122.4	35.4897	63.663	GFP-	K562	CrERV	H08
125570	90383.6	71.5126	156.366	GFP-	K562	CrERV	H08
78149.5	95857.1	54.0127	119.587	GFP-	K562	CrERV	H08
133618	140384	82.8708	146.47	GFP-	K562	CrERV	H08
75082.1	58166.5	2.9972	71.3407	GFP-	K562	CrERV	H08
79886.7	62979.9	75.9357	99.4545	GFP-	K562	CrERV	H08
100048	64271.9	62.367	109.641	GFP-	K562	CrERV	H08
120260	127044	65.7511	127.885	GFP-	K562	CrERV	H08
95830.7	54101.9	32.6849	83.7591	GFP-	K562	CrERV	H08
135970	117537	143.302	163.147	GFP-	K562	CrERV	H08
115627	100229	42.889	85.4005	GFP-	K562	CrERV	H08
132878	112498	87.1879	159.504	GFP-	K562	CrERV	H08
121121	62740.4	87.4249	146.343	GFP-	K562	CrERV	H08
83910.3	51054.9	56.164	122.497	GFP-	K562	CrERV	H08
95423.3	72913.9	66.0846	114.96	GFP-	K562	CrERV	H08
124322	104266	65.1793	133.649	GFP-	K562	CrERV	H08
64747.9	53877.3	31.0407	72.2507	GFP-	K562	CrERV	H08
63622.3	64000	68.3709	114.445	GFP-	K562	CrERV	H08
70186.5	59106.4	85.6702	107.966	GFP-	K562	CrERV	H08
70406.5	61185.4	54.8269	105.346	GFP-	K562	CrERV	H08
63123	54880.7	63.1298	92.4767	GFP-	K562	CrERV	H08
97215	80832.2	72.4166	119.844	GFP-	K562	CrERV	H08
58573.1	53900.9	39.7938	65.1389	GFP-	K562	CrERV	H08
66228.7	50364.2	38.1495	47.3234	GFP-	K562	CrERV	H08
69824.1	68157.8	60.6978	79.177	GFP-	K562	CrERV	H08
85319.2	92438.2	81.779	95.1056	GFP-	K562	CrERV	H08
132350	105575	110.126	146.428	GFP-	K562	CrERV	H08
78774.7	53208.9	47.6286	62.3602	GFP-	K562	CrERV	H08
94527.1	72662.4	85.7651	111.057	GFP-	K562	CrERV	H08
83614	46985.5	43.9046	106.678	GFP-	K562	CrERV	H08
142419	107387	88.6101	144.216	GFP-	K562	CrERV	H08
143357	108274	105.406	160.691	GFP-	K562	CrERV	H08
104908	91026.1	27.4139	126.175	GFP-	K562	CrERV	H08
106546	94973.5	79.8321	124.593	GFP-	K562	CrERV	H08
110581	82747.5	34.861	103.971	GFP-	K562	CrERV	H08
125419	111964	109.088	150.168	GFP-	K562	CrERV	H08
75376.6	59337.4	48.4024	68.2193	GFP-	K562	CrERV	H08
86781.7	71984.5	58.2644	100.53	GFP-	K562	CrERV	H08
95593.4	78455.6	55.7343	115.646	GFP-	K562	CrERV	H08
100735	87035.4	49.9984	131.43	GFP-	K562	CrERV	H08
127482	104285	79.5946	125.192	GFP-	K562	CrERV	H08
85325.2	64484.8	82.7284	110.285	GFP-	K562	CrERV	H08
65380	60799.8	53.8676	107.021	GFP-	K562	CrERV	H08
82392.8	62916.2	72.4166	92.3043	GFP-	K562	CrERV	H08
103277	69234.9	83.0132	108.739	GFP-	K562	CrERV	H08
124541	100086	86.3817	134.46	GFP-	K562	CrERV	H08
107210	86279	63.1298	89.9325	GFP-	K562	CrERV	H08
107618	71746.6	69.0375	161.496	GFP-	K562	CrERV	H08
107474	74758.5	56.4027	113.159	GFP-	K562	CrERV	H08
84275.2	41649.1	54.397	58.4495	GFP-	K562	CrERV	H08
92714.2	71677.6	47.1449	132.411	GFP-	K562	CrERV	H08
72165.8	41995.8	25.3346	48.9114	GFP-	K562	CrERV	H08
85227.4	69185.8	63.9402	111.658	GFP-	K562	CrERV	H08
56197	57276.3	59.4574	88.8107	GFP-	K562	CrERV	H08
96181.9	85014.9	91.406	137.189	GFP-	K562	CrERV	H08
70020.7	66509.9	63.6065	97.4313	GFP-	K562	CrERV	H08
113888	66339	76.1734	77.6196	GFP-	K562	CrERV	H08
90686.8	56002.2	65.227	79.7392	GFP-	K562	CrERV	H08
83712.3	81702.9	41.293	114.231	GFP-	K562	CrERV	H08
133949	104133	70.5132	135.696	GFP-	K562	CrERV	H08
102248	70452.3	65.2746	125.406	GFP-	K562	CrERV	H08
77349.3	48566	45.5006	71.3841	GFP-	K562	CrERV	H08
108392	74311.4	80.1171	103.025	GFP-	K562	CrERV	H08
89613.6	54479.6	52.0781	56.7972	GFP-	K562	CrERV	H08
89802	52549.7	24.5126	93.0371	GFP-	K562	CrERV	H08
112436	95220	56.4505	134.971	GFP-	K562	CrERV	H08
102518	71234.2	99.8774	119.715	GFP-	K562	CrERV	H08
76484.6	58996.2	46.5162	83.4567	GFP-	K562	CrERV	H08
116175	103833	56.4982	126.902	GFP-	K562	CrERV	H08
148697	126593	76.8388	167.126	GFP-	K562	CrERV	H08
95607.2	52375.6	32.83	72.9005	GFP-	K562	CrERV	H08
112155	78226.2	76.9814	112.601	GFP-	K562	CrERV	H08
113171	109916	113.379	170.424	GFP-	K562	CrERV	H08
114522	91300.7	51.7879	105.733	GFP-	K562	CrERV	H08
139925	115108	91.5007	167.38	GFP-	K562	CrERV	H08
82589.9	81352.4	45.694	91.9594	GFP-	K562	CrERV	H08
83695.9	74891.4	58.8848	111.744	GFP-	K562	CrERV	H08
102155	54853.3	151.954	105.733	GFP-	K562	CrERV	H08
101504	50732.3	46.758	99.3684	GFP-	K562	CrERV	H08
89206.6	55444	67.1326	87.3866	GFP-	K562	CrERV	H08
72174	53525.1	53.1905	77.3167	GFP-	K562	CrERV	H08
73964.8	44113.9	32.83	52.5763	GFP-	K562	CrERV	H08
77979	49736.2	37.7626	98.5506	GFP-	K562	CrERV	H08
90343.5	52046.8	45.7424	102.079	GFP-	K562	CrERV	H08
111237	107772	89.5107	149.828	GFP-	K562	CrERV	H08
117244	73690	77.5992	123.481	GFP-	K562	CrERV	H08
80331.1	63138.4	55.973	142.003	GFP-	K562	CrERV	H08
128019	97843.2	97.3235	166.872	GFP-	K562	CrERV	H08
145645	119379	108.238	162.47	GFP-	K562	CrERV	H08
138597	99855.5	59.5528	154.033	GFP-	K562	CrERV	H08
93772.1	105995	94.5788	118.302	GFP-	K562	CrERV	H08
106052	75794	59.8391	107.236	GFP-	K562	CrERV	H08
112649	112748	102.95	115.174	GFP-	K562	CrERV	H08
131325	103742	70.5132	145.45	GFP-	K562	CrERV	H08
135412	108511	89.7476	195.196	GFP-	K562	CrERV	H08
63971.6	60808.8	72.0359	95.0625	GFP-	K562	CrERV	H08
89652.7	78640	72.3214	85.8755	GFP-	K562	CrERV	H08
108182	113221	149.15	169.621	GFP-	K562	CrERV	H08
110949	79270.8	96.3299	126.688	GFP-	K562	CrERV	H08
89065	60007.7	30.8473	93.7267	GFP-	K562	CrERV	H08
72054.5	59631.2	45.2104	92.1319	GFP-	K562	CrERV	H08
122328	120187	100.397	120.529	GFP-	K562	CrERV	H08
115576	84127.1	83.8674	139.958	GFP-	K562	CrERV	H08
105197	78463.4	65.894	121.513	GFP-	K562	CrERV	H08
137796	124631	111.399	178.446	GFP-	K562	CrERV	H08
90383.8	81260.8	63.8449	76.0616	GFP-	K562	CrERV	H08
92777.6	68819.2	63.9402	135.483	GFP-	K562	CrERV	H08
91045.6	69844.7	54.4448	87.1276	GFP-	K562	CrERV	H08
82689.1	71918.4	46.8547	74.7195	GFP-	K562	CrERV	H08
90111.9	53041.8	55.0657	87.1707	GFP-	K562	CrERV	H08
83569.9	49156.2	56.3073	90.752	GFP-	K562	CrERV	H08
120240	86623.1	61.5086	96.2686	GFP-	K562	CrERV	H08
111561	94967.5	75.4603	129.679	GFP-	K562	CrERV	H08
109902	77032.1	63.3682	125.449	GFP-	K562	CrERV	H08
92500	63555.8	76.9814	101.735	GFP-	K562	CrERV	H08
112980	101920	47.5318	139.831	GFP-	K562	CrERV	H08
68490.4	57903.2	30.3637	85.2709	GFP-	K562	CrERV	H08
78650.5	48821	9.23369	55.2312	GFP-	K562	CrERV	H08
72594.6	51741.6	31.0891	66.1804	GFP-	K562	CrERV	H08
75830.8	73847.7	54.1104	109.383	GFP-	K562	CrERV	H08
129864	119940	122.279	118.302	GFP-	K562	CrERV	H08
107140	93719.2	61.604	104.057	GFP-	K562	CrERV	H08
98527.5	81933.6	77.4567	126.346	GFP-	K562	CrERV	H08
62309	39652.7	62.7007	50.791	GFP-	K562	CrERV	H08
93678.9	77949.6	42.7922	93.1664	GFP-	K562	CrERV	H08
99247.7	64891.9	59.0757	110.07	GFP-	K562	CrERV	H08
131913	80205.9	53.2872	111.229	GFP-	K562	CrERV	H08
85559.3	62834.5	51.3043	112.13	GFP-	K562	CrERV	H08
151520	112464	94.8628	146.598	GFP-	K562	CrERV	H08
137808	111050	81.3042	157.512	GFP-	K562	CrERV	H08
88328.2	72360.7	86.7137	87.4729	GFP-	K562	CrERV	H08
96331.2	72311.7	179.894	120.186	GFP-	K562	CrERV	H08
58680.1	59985.1	17.0179	68.0892	GFP-	K562	CrERV	H08
85349.2	94638.1	74.4618	128.739	GFP-	K562	CrERV	H08
73962.3	53576	67.6089	84.2343	GFP-	K562	CrERV	H08
108804	87910.6	38.1979	112.044	GFP-	K562	CrERV	H08
64887.9	38542.5	36.3118	33.3842	GFP-	K562	CrERV	H08
63282.7	64072.3	40.3258	101.391	GFP-	K562	CrERV	H08
111640	109031	88.4205	122.968	GFP-	K562	CrERV	H08
72825.3	67236.9	86.0971	98.0341	GFP-	K562	CrERV	H08
78739.6	66738	66.9897	94.9333	GFP-	K562	CrERV	H08
137509	83825.8	69.2279	139.532	GFP-	K562	CrERV	H08
60647.9	52053	46.5646	50.1376	GFP-	K562	CrERV	H08
72166.4	78301.1	45.4522	100.53	GFP-	K562	CrERV	H08
106163	91428.8	76.2685	122.797	GFP-	K562	CrERV	H08
139070	109458	109.607	139.447	GFP-	K562	CrERV	H08
116847	72976.8	53.1421	105.346	GFP-	K562	CrERV	H08
93360.7	46617.3	32.4915	62.0128	GFP-	K562	CrERV	H08
134298	147576	123.314	154.245	GFP-	K562	CrERV	H08
97091.4	52326.7	52.8036	88.4224	GFP-	K562	CrERV	H08
99892.6	75321.6	63.1775	113.631	GFP-	K562	CrERV	H08
101406	66575.9	56.6415	122.669	GFP-	K562	CrERV	H08
94421	68960.3	26.3017	86.3937	GFP-	K562	CrERV	H08
114353	105316	108.805	182.745	GFP-	K562	CrERV	H08
126448	96027	85.1484	145.832	GFP-	K562	CrERV	H08
87550.5	54915.7	47.1449	104.701	GFP-	K562	CrERV	H08
105681	71520.5	84.6266	129.124	GFP-	K562	CrERV	H08
113980	86565.7	75.2701	106.162	GFP-	K562	CrERV	H08
97282.4	86906.9	69.3707	106.893	GFP-	K562	CrERV	H08
122975	87304	116.112	140.47	GFP-	K562	CrERV	H08
81157.3	38504.1	31.2825	46.3529	GFP-	K562	CrERV	H08
88196.9	61378.3	54.6836	103.412	GFP-	K562	CrERV	H08
82292.1	43859.9	22.8202	97.991	GFP-	K562	CrERV	H08
94479	87897.2	37.0372	93.0802	GFP-	K562	CrERV	H08
76775.3	53914.7	31.0407	69.9537	GFP-	K562	CrERV	H08
86342.6	65297.4	30.8473	88.9833	GFP-	K562	CrERV	H08
74011.9	58584.8	37.811	81.4687	GFP-	K562	CrERV	H08
94815.3	37495.2	49.4664	95.7518	GFP-	K562	CrERV	H08
137853	127341	158.956	186.704	GFP-	K562	CrERV	H08
98373.4	73610.6	72.7971	127.885	GFP-	K562	CrERV	H08
103248	68608.8	66.0846	104.143	GFP-	K562	CrERV	H08
116499	127771	100.067	169.029	GFP-	K562	CrERV	H08
